"livingexpense"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$ 20,000"
""
""
"NZ$20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$20,000"
"NZ$ 20,000"
""
"NZ$ 20,000"
"NZ$20,000"
"NZ$ 20,000"
"NZ$ 20,000"
NULL
"NZ$ 20,000"
""
"NZ$ 20,000"
"NZ$ 20,000"
NULL
NULL
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$20000"
""
"NZ$ 20,000"
""
""
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20000"
"NZ$20000"
"NZ$20,000"
"NZ$ 20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20000"
"NZ$20,000"
""
"NZ$20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$20000"
"NZ$20,000"
"NZ$20,000"
""
""
""
""
""
"NZ$20,000"
"NZ$ 20,000"
"NZ$20,000"
"NZ$20000"
"NZ$20,000"
"NZ$20,000"
""
"NZ$ 20,000"
"NZ$20000"
"NZ$ 20,000"
"NZ$20,000"
"NZ$ 20,000"
"NZ$ 20,000"
"NZ$20,000"
"11208"
"NZ$20,000"
""
"NZ$20000"
"NZ$20,000"
"NZ$20000"
"NZ$20000"
"NZ$20,000"
"NZ$20000"
"NZ$20,000"
"NZ$ 20,000"
"NZ$20000"
"NZ$20000"
"NZ$20,000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20000"
"NZ$20,000"
""
""
""
""
""
""
"NZ$20,000"
""
""
""
""
""
""
""
""
""
""
""
""
"NZ$ 20000"
"NZ$20,000"
""
""
""
"NZ$20000"
"NZ$ 20000"
""
"20,000 per year"
""
""
""
""
""
""
"NZ$20,000 per year"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
""
"NZ$20,000"
""
""
""
"NZ$20,000"
""
""
""
""
""
"NZ$20000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
""
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
""
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
""
""
""
"NZ$20,000"
""
""
""
""
""
"NZ$20,000"
""
""
""
""
"NZ$20,000"
"NZ$20,000"
""
""
""
""
""
""
""
""
"NZ$20,000"
""
""
""
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
""
""
""
""
""
""
""
""
""
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$30,000"
"NZ$30,000"
"NZ$40,000"
"NZ$40,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$60,000"
"NZ$20,000"
"NZ$30,000"
"NZ$60,000"
"NZ$40,000"
"NZ$40,000"
"NZ$20,000"
"NZ$30,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
"NZ$20,000"
