fees,duration,duration_name,country_name
International Experience Track (7 semesters) | EUR 3900 / semester Fast Track (6 semesters) | EUR 4500 / semester,3 to 4 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 4725 / semester Fast Track (6 semesters) | EUR 5355 / semester,3  to 3.5 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 3900 / semester Fast Track (6 semesters) | EUR 4500 / semester,3 to 4 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 3900 / semester Fast Track (6 semesters) | EUR 4500 / semester,3 to 4 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 3900 / semester Fast Track (6 semesters) | EUR 4500 / semester,3 to 3.5 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 3900 / semester Fast Track (6 semesters) | EUR 4500 / semester,3 to 4 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 3900 / semester Fast Track (6 semesters) | EUR 4500 / semester,3 to 4 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 4800 / semester Fast Track (6 semesters) | EUR 5500 / semester,3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,725 / semester ",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,500 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,725 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,740 / semester ",3 to 4 years,3 - 4 years,New Zealand
 EUR 4800 / semester,3 to 4 years,3 - 4 years,New Zealand
"EUR 4,725 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 4800 / semester Fast Track (6 semesters) | EUR 5500 / semester,3 to 4 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 4500 / semester Fast Track (6 semesters) | EUR 4900 / semester,3 to 4 years,3 - 4 years,New Zealand
International Experience Track (7 semesters) | EUR 4800 / semester Fast Track (6 semesters) | EUR 5500 / semester,3 to 4 years,3 - 4 years,New Zealand
"EUR 4,740 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,740 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,740 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,500 / semester",3 to 4 years,3 - 4 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
International Experience Track (7 semesters) | EUR 4800 / semester Fast Track (6 semesters) | EUR 5500 / semester,3 to 4 years,3 - 4 years,New Zealand
"EUR 4,740 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,740 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,740 / semester (Citizenship non-EU/non-EEA)",3 to 3.5 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,725 / semester",3 to 4 years,3 - 4 years,New Zealand
"EUR 4,500 / semester",3 to 4 years,3 - 4 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,New Zealand
"NZ$25,000 plus NZ$240",1 year,1 - 2 years,New Zealand
"NZ$20,400 plus NZ$240",40 weeks full-time,0 - 1 year,New Zealand
"NZ$20,400 plus NZ$240",40 weeks including six weeks of study break,0 - 1 year,New Zealand
"NZ$25,000 plus NZ$240",1 year,1 - 2 years,New Zealand
"NZ$20,400 plus NZ$240",40 weeks full-time,0 - 1 year,New Zealand
"NZ$20,400 plus NZ$240",40 weeks including six weeks of study break,0 - 1 year,New Zealand
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Afghanistan
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
"NZ$ 25,000",1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
,1 year full-time,1 - 2 years,Bulgaria
